nome_datacenter;operadora;endereco;cep;cidade;estado;pais;latitude;longitude;status;stage;tipo_listagem;tipo_capacidade;tags;link_datacenter;mw_construido;mw_referenciado;whitespace_construido_m;whitespace_referenciado_m;ano_operacional;tipo_construcao;tipo_ocupacao;carga_piso_max_kg_m;redundancia_refrigeracao;cctv;controle_acesso_cartao;biometria;tier_projetado;tier_certificado;pci_dss;iso9001;iso14001;iso22301;iso27001;iso45001;iso50001;soc1;soc2;soc3;colo_suites;colo_cages;colo_cabinets;colo_partial_cabinets;colo_shared_rackspace;colo_footprints;colo_remote_hands;colo_build_to_suit;cloud_gpu;cloud_managed;cloud_baremetal;cloud_public_cloud;qtd_ixps;qtd_clouds;qtd_redes_presentes;qtd_provedores_rede;qtd_provedores_servico;codigo_site;peeringdb_id;cache_overview_status;cache_specs_status
Microsoft Sao Paulo;Microsoft;Rua Santa Teresa, 64;01016-020;Sao Paulo;;Brazil;-23.4841697;-46.7142191;1;2;Facility;Hyperscaler;;https://www.datacentermap.com/brazil/sao-paulo/microsoft-sao-paulo/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
MiniDC MCR1;MiniDC by tryideas;R. Santa Catarina, 311 - Centro;85960-000;Mal. Cândido Rondon;;Brazil;-24.5647801;-54.05378289999999;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/minidc-mcr1/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;0.0;1.0;0.0;1.0;0;0;1;0;0;;12365.0;ok;ok
NextStream Tamboré;NextStream;Av. Marcos Penteado de Ulhôa Rodrigues;06543-001;Santana de Parnaíba;;Brazil;-23.4641876;-46.8588568;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/nabiax-tambore/;6.1;6.1;4600.0;4600.0;2012.0;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
NextStream Curitiba;NextStream;Rua Senador Accioly Filho, 2200 ;81350-200;Curitiba;;Brazil;-25.49543025558597;-49.32874498873221;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/curitiba/nextstream-curitiba/;0.7;0.7;582.0;582.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
NICNET - Cravinhos - Data Center;Nicnet Telecom Ltda;Rua Cesário Motta 231;14140000;Cravinhos;São Paulo;Brazil;-21.3374876;-47.7344121;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/cravinhos/nicnet-cravinhos-data-center/;;;;;2025.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
NUV Datacenter - NUV1;NUV Datacenter;Rua Fioravanet Cassini, 28;29160-855;Serra;;Brazil;-20.2226002;-40.2710429;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv1/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;0.0;1.0;;;0.0;0.0;0.0;0;0;12;0;0;NUV1;12556.0;ok;ok
NUV Datacenter - NUV2;NUV Datacenter;R. Prof. Almeida Cousin, 125;29050-565;Vitória;;Brazil;-20.3137649;-40.2941776;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv2/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;0.0;1.0;;;0.0;0.0;0.0;0;0;6;0;0;NUV2;12557.0;ok;ok
NWI Datacenter Brasília SIG;NWI;SIG Quadra 1 Lote 725;70610-410;Brasília;DF;Brazil;-15.79208893311143;-47.91015569951395;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/nwi-brasilia/;;;;;;;;;;;;;4.0;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;0.0;1.0;;;0.0;1.0;1.0;0;0;2;1;0;;7230.0;ok;ok
ODATA SP02 DC1;ODATA, an Aligned Data Centers Company;R. José Blumer, 150;13186-510;Chácaras Assay, Hortolândia;;Brazil;-22.900571;-47.19466;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/odata-sp02-dc1/;;;;;2020.0;Purpose-built;;;;;;;;;1.0;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
ODATA SP02 DC2;ODATA, an Aligned Data Centers Company;R. José Blumer, 150;13186-510;Chácaras Assay, Hortolândia;;Brazil;-22.90168622626165;-47.19386399262817;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/odata-sp02-dc2/;;;;;2025.0;Purpose-built;;;;;;;;;1.0;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
ODATA SP04;ODATA, an Aligned Data Centers Company;R. Herman, 02 - Industrial Anhangüera;06276-030;Osasco;;Brazil;-23.48330711230518;-46.77617843757606;1;2;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/sao-paulo/odata-sp04/;48.0;48.0;27422.0;27422.0;2025.0;Purpose-built;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;1;0;SP-04;;ok;ok
Piauí Link Data Center;ETIPI - PI;Av. Pedro Freitas, 1570;64019-368;Teresina;;Brazil;-5.106522106753856;-42.81234212673621;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/teresina/piau-link-data-center/;;;;;;;;;;1.0;1.0;;3.0;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok
PIX G8 Aracaju;Megatelecom;Rua Pacatuba, 254;49010-150;Aracaju;;Brazil;-10.9162733;-37.0493841;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/aracaju/pix-g8-aracaju/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;0.0;0.0;0.0;0;0;1;0;0;;5422.0;ok;ok
PIX G8 Brasilia;Megatelecom;Setor Comercial Norte Q 6 Id;70655-775;Brasília;;Brazil;-15.7866473;-47.8905467;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/pix-g8-brasilia/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;0.0;0.0;0.0;0;0;16;1;0;;11663.0;ok;ok
PIX G8 Goiania;Megatelecom;Avenida T-63, 3182;74250-320;Goiânia;;Brazil;-16.714315;-49.26494839999999;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/goiania/pix-g8-goiania/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;15;0;0;;2223.0;bloqueado;ok
PIX G8 Manaus;Megatelecom;Corporate Trade, Rodovia Alvaro Maia, 2357;69025-310;Manaus;;Brazil;-3.1153562;-60.01181150000001;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/manaus/pix-g8-manaus/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;0;0;;12214.0;bloqueado;ok
PIX G8 Sao Paulo;Megatelecom;Rua Florida, 1738;04565-001;Sao Paulo;;Brazil;-23.6070262;-46.6944171;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/pix-g8-sao-paulo/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;19;0;0;;1099.0;bloqueado;ok
ProveNET IDC;ProveNET Internet Services LTDA;Rua Isaías Domingos da Silveira, 215;60177-180;Fortaleza;;Brazil;-3.7356148;-38.466709;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/provenet-idc/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;13;0;0;;6563.0;bloqueado;ok
QNAX Data Center;QNAX Data Center;Av. Nossa Senhora do Ó, 865 - Limão;02715-000;São Paulo;São Paulo;Brazil;-23.5042049;-46.6803806;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/qnax-data-center/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;SP1;5873.0;bloqueado;ok
Quântico Data Center;Quântico Data Center;R. Eng. Homero Carlos Simon, 1100 - Guajuviras;92442000;Canoas;Rio Grande do Sul (RS);Brazil;-29.9040072;-51.1283808;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/quantico-canoas/;50.0;50.0;73000.0;73000.0;2021.0;Purpose-built;Sole-tenant;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Ascenty - Hortolandia HTL1;Ascenty Data Centers;R. Papa João Paulo II 4;13185-252;Hortolândia;;Brazil;-22.8963861;-47.1784993;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/r-papa-joao-paulo-ii-4/;10.0;10.0;3995.0;3995.0;2015.0;Retrofitted;;1564.0;N+1;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;11;0;0;HTL01;7586.0;ok;ok
Ascenty - Paulinia PLN1;Ascenty Data Centers;R. Sebastião Cardoso 350;13140-000;Paulínia;;Brazil;-22.7970795;-47.1352301;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/r-sebastião-cardoso/;13.0;13.0;;;2019.0;Purpose-built;;1526.0;N+2;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;2;0;0;PLN01;7591.0;ok;ok
R4 Data Center;R4 Data Center;Avenida Duque de Caxias, 882 - Novo Centro;87020-025;Maringá;Paraná;Brazil;-23.417585;-51.9393961;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/maringa/r4-data-center/;;;;;1995.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
R4C Datacenter;R4C;Av. Das Americas 500;22640100;Barra da Tijuca;RJ;Brazil;-23.00337473995276;-43.31882357597351;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/r4c-networks/;;;;;;;;;;1.0;;;2.0;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;0.0;1.0;1.0;0;0;0;0;0;;;ok;ok
RGK4IT Data Center;RGK4IT;Av. José Alves Nendo, 467 - Jardim São Silvestre;87055-000;Maringá;;Brazil;-23.4554895;-51.9151828;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/maringa/rgk4it-data-center/;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;8205.0;bloqueado;ok
Ascenty - Sumare SUM1;Ascenty Data Centers;Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza);13177-435;Sumaré;;Brazil;-22.8132231;-47.2126154;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-1/;14.0;14.0;;;2017.0;;;1564.0;N+1;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;1;0;0;SUM01;7584.0;ok;ok
Ascenty - Sumare SUM2;Ascenty Data Centers;Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza);13177-435;Sumaré;;Brazil;-22.8138615;-47.2133634;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-2/;20.0;20.0;;;2019.0;;;1564.0;N+1;1.0;1.0;1.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;1;0;0;SUM02;7585.0;ok;ok
Insidesign Ribeirao Data Center;Insidesign Tecnologia Ltda EPP;Av. Saudade, 1210 - Campos Elísios;14085-010;Ribeirao Preto;Sao Paulo;Brazil;-21.1622069;-47.8011541;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/rpodc/;;;;;;Retrofitted;Multi-tenant (mixed use);;N+1;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;5718.0;bloqueado;ok
Ascenty - Hortolandia HTL2;Ascenty Data Centers;Rua Papa João Paulo II, 4;13185-252;Hortolândia;;Brazil;-22.8949687;-47.1794405;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-2/;7.0;7.0;2991.0;2991.0;2019.0;Retrofitted;;1564.0;N+1;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;2;0;0;HTL02;7587.0;ok;ok
Ascenty - Hortolandia HTL3;Ascenty Data Centers;Rua Papa João Paulo II, 4;13185-252;Hortolândia;;Brazil;-22.8942092;-47.1797024;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-3/;3.0;3.0;1997.0;1997.0;2019.0;Retrofitted;;1564.0;N+1;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;1;0;0;HTL03;7588.0;ok;ok
Ascenty - Fortaleza FTZ1;Ascenty Data Centers;Rua Quatorze, 1161;61921-430;Fortaleza;Ceará;Brazil;-3.8308368;-38.6112238;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/fortaleza/rua-quatorze-1161/;10.0;10.0;8993.0;8993.0;2015.0;;Multi-tenant (data centers only);1564.0;N+2;1.0;1.0;1.0;3.0;;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;;;;;;;;;;;;;0;1;56;0;1;FTZ01;5140.0;bloqueado;ok
Scala Data Centers SGRUTB06;Scala Data Centers;Av. Ceci;06460-120;Barueri;;Brazil;-23.4975054;-46.8160222;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb06/;20.0;20.0;;;2025.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB06;;ok;ok
Scala Data Centers SGRUTB08;Scala Data Centers;Av. Ceci, 1649;06460-120;Barueri;;Brazil;-23.495578;-46.8138807;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb08/;24.0;24.0;;;2024.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB08;14820.0;ok;ok
Scala Data Centers SGRUTB12;Scala Data Centers;Av. Ceci;06460-120;Barueri;;Brazil;-23.4950428;-46.8132396;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb12/;6.0;6.0;;;2024.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB12;14821.0;ok;ok
Scala Data Centers SGIGSM01;Scala Data Centers;Rod. Pres. Dutra 4300;25565;Sao Joao de Meriti;Rio de Janeiro;Brazil;-22.796438;-43.356317;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/rio-de-janeiro/scala-sgigsm01/;13.2;13.2;;;2023.0;Purpose-built;;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGIGSM01;13398.0;ok;ok
Scala Data Centers SGRUSP02;Scala Data Centers;Alameda Glete 700;01215;Sao Paulo;SP;Brazil;-23.5354933;-46.6478307;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-sgrusp02/;4.0;4.0;;;2010.0;Purpose-built;;307.0;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;8;0;1;SGRUSP02;8677.0;ok;ok
Scala Data Centers SGRUTB01;Scala Data Centers;Av. Ceci 1850;06460;Tamboré;;Brazil;-23.4949636;-46.8111973;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb01/;21.0;21.0;;;2000.0;;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;19;0;0;SGRUTB01;5226.0;ok;ok
Scala Data Centers SGRUTB03;Scala Data Centers;Av. Ceci 1750;04065;Tamboré;;Brazil;-23.4968936;-46.8132542;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb03/;9.0;9.0;;;2021.0;Retrofitted;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB03;12037.0;ok;ok
Scala Data Centers SGRUTB04;Scala Data Centers;Av. Ceci 1650;06460;Tamboré;Sao Paulo;Brazil;-23.4980647;-46.815057;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb04/;12.0;12.0;;;2022.0;Purpose-built;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB04;12267.0;ok;ok
Scala Data Centers SGRUTB05;Scala Data Centers;Av. Ceci 1600;06460;Tamboré;Sao Paulo;Brazil;-23.4975162;-46.814508;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb05/;6.0;6.0;;;2023.0;Purpose-built;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB05;13397.0;ok;ok
Scala Data Centers SPOAPA01;Scala Data Centers;Av. Pernambuco 1124 ;90240;Porto Alegre;Rio Grande do Sul (RS);Brazil;-30.0028052;-51.1979623;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/porto-alegre/scala-spoapa01/;8.4;8.4;;;2023.0;Purpose-built;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;;;;;;;;;;;;;0;0;8;0;0;SPOAPA01;14336.0;bloqueado;ok
Scala Data Centers SVCPCP01;Scala Data Centers;R. Guido de Camargo Penteado Sobrinho 3685;13082;Campinas;Sao Paulo;Brazil;-22.8207915;-47.0999034;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/campinas/scala-svcpcp01/;7.0;7.0;;;2009.0;Retrofitted;;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SVCPCP01;12038.0;ok;ok
Sencinet Hortolândia;Sencinet;Rodovia Jornalista Francisco Aguirre Proença, KM 9;13186-904;Hortolândia;;Brazil;-22.89643351771512;-47.2047549630035;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campinas/sencinet-brazil/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Serpro Modular Data Center;Serpro;R. Olívia Guedes Penteado, 941 - Socorro;04766-900;São Paulo;;Brazil;-23.6751204615306;-46.70770043150605;1;2;Facility;Government;;https://www.datacentermap.com/brazil/sao-paulo/serpro-so-paulo/;1.82;1.82;;;;Purpose-built;Sole-tenant;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;1.0;;;0;0;0;0;0;;;ok;ok
Sitelbra Data Center;Sitelbra;SOFN Quadra 1, Conjunto C, Lote 9-12;70634130;Brasília;DF;Brazil;-15.7470383;-47.9233792;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/sitelbra-data-center/;6.0;6.0;;;2016.0;Purpose-built;Sole-tenant;1250.0;N+1;1.0;1.0;1.0;3.0;;1.0;;;;1.0;;;;;;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;1.0;1.0;1.0;0;0;4;13;0;;15488.0;ok;ok
IFTNET SJRP01;IFTNET Telecom;Av Bady Bassit 2966;15025000;Sao Jose do Rio Preto SP;;Brazil;-20.8088639;-49.3828821;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-jose-do-rio-preto/sjrp01/;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok
SKY Brasil - Jaguariúna;SKY Brasil;Rod. SP-340 Km133,10;13820-000;Jaguariúna;;Brazil;-22.69018744044072;-47.01333787517029;1;2;Facility;Enterprise;;https://www.datacentermap.com/brazil/campinas/sky-brasil-jaguarina/;;;;;2016.0;Purpose-built;Sole-tenant;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
SKY Brasil - Tamboré;SKY Brasil;Av. Marcos Penteado de Ulhôa Rodrigues, 1000;06543-900;Tamboré;;Brazil;-23.46477315298449;-46.85842156206948;1;2;Facility;Enterprise;;https://www.datacentermap.com/brazil/tambore/sky-brasil-tambore/;1.8;1.8;;;2006.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
Surfix Data Center;Surfix Cloud & Data Center;Av. Domingos Ferreira, 2010;51111-020;Recife;;Brazil;-8.107035;-34.8907489;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/recife/surfix-data-center/;;;;;;;;;;;;;3.0;3.0;;;;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
TAKODA Sao Paulo - SP1;TAKODA;R. Bento Branco de Andrade Filho, 621 - Jardim Dom Bosco;04757-000;São Paulo;;Brazil;-23.65073562900979;-46.72042047496285;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/takdoa-sao-paulo-sp1/;7.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;27;0;0;;1325.0;bloqueado;ok
TAKODA Sao Paulo - SP2;TAKODA;Av. Maria Coelho Aguiar, 215 - Jardim Sao Luis;05805-000;São Paulo;;Brazil;-23.6487404;-46.7287951;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/takdoa-sao-paulo-sp2/;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
TAKODA Rio de Janeiro - RJ1;TAKODA;Estrada dos Bandeirantes, 10916;22783-111;Rio de Janeiro;;Brazil;-22.9846856;-43.4316007;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/takoda-rio-de-janeiro-rj1/;9.0;9.0;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;1.0;0.0;1.0;;;1.0;0.0;0.0;0;0;0;0;0;;;ok;ok
Teccloud Campo Bom;Teccloud Stefanini;Av. dos Municípios, 5510 - Vila Santa Lucia;93544-750;Campo Bom;;Brazil;-29.67133054619021;-51.04449783146063;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/teccloud-campo-bom/;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Teccloud Porto Alegre;Teccloud Stefanini;Rua 18 de Novembro, 273/502 - Navegantes;90240-040;Porto Alegre;;Brazil;-29.9987344;-51.1937557;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/teccloud-porto-alegre/;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
TELEPORTO RJ;Unknown Company;Av. Pres. Vargas, 3131 - Centro;20210-030;Rio de Janeiro;;Brazil;-22.9101249;-43.2043945;1;2;Multi-Tenant Building;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/teleporto-rj/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;79;2;0;;2124.0;ok;ok
Telium Data Center - POA;Telium Networks;Av. Independência, 1299;90035073;Porto Alegre;RS;Brazil;-30.02869020222021;-51.20765321534026;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/telium-data-center--poa/;;;;;;;;;2N+1;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;12;0;0;;13052.0;bloqueado;ok
Telium Data Center - SPO;Telium Networks;Av. das Nações Unidas, 13797;04794000;São Paulo;SP;Brazil;-23.61994685255926;-46.69968078363942;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/telium-data-center--spo/;;;;;;;;;2N+1;1.0;1.0;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;;1.0;1.0;1.0;0;0;35;0;0;;816.0;ok;ok
TIP Brasil Campinas;TIP Brasil;R. Miguel Pascoal, 104 - Jardim do Trevo;13041-312;Campinas;;Brazil;-22.91722523225336;-47.06369711363217;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campinas/tip-brasil-campinas/;10.0;10.0;;;2025.0;Purpose-built;Sole-tenant;;;;;;3.0;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok
TO HOST Data Centers;TO HOST Data Centers;Quadra ACSV SO 43, Av. LO 09, Lote 10, Sl 01;77015684;Palmas;Tocantins;Brazil;-10.2048941;-48.3529666;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/palmas/to-host-data-centers/;0.075;0.075;37.0;37.0;2023.0;Purpose-built;Multi-tenant (data centers only);;N+1;1.0;1.0;1.0;3.0;3.0;;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Tyna Host Data Center;Tyna Host Datacenter no Brasil;R. Waldemar Vaz Pereira, 45;36889-186;Muriaé;;Brazil;-21.12686855946254;-42.35765232351934;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/muriae/tyna-host-data-center/;;;;;;;;;N+1;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;;9702.0;bloqueado;ok
